Category	Country	Customer ID	Order Date	Order ID	Payment Method	Product ID	Return Status	Review Rating	Shipping Method	Discount	Price	Profit	Quantity	Returned Quantity	Shipping Cost	
Clothing	UK	7754	4/28/2023 0:00	ORDER07875	Credit Card	327	No	4	Standard	33.00%	$213.40 	$67 	3	1	$18.40 	
Clothing	UK	2995	5/25/2023 0:00	ORDER07740	Credit Card	978	No	4	Standard	39.00%	$938.60 	$348 	3	2	$23.10 	
Clothing	UK	5621	12/22/2023 0:00	ORDER08330	Credit Card	206	No	4	Standard	13.00%	$815.80 	"$1,184 "	6	2	$5.20 	
Clothing	UK	7483	10/16/2023 0:00	ORDER08217	Credit Card	934	No	4	Standard	27.00%	$580.80 	$657 	9	3	$11.20 	
Clothing	USA	4387	1/24/2023 0:00	ORDER06282	Credit Card	633	No	1	Standard	21.00%	$831.10 	$321 	2	5	$43.00 	
Clothing	USA	5427	2/8/2023 0:00	ORDER08906	Credit Card	699	No	1	Standard	26.00%	$767.00 	$461 	3	5	$5.90 	
Clothing	USA	7288	1/1/2023 0:00	ORDER01428	Credit Card	360	No	2	Standard	19.00%	$803.70 	$972 	6	3	$2.50 	
Clothing	USA	1112	8/26/2023 0:00	ORDER05520	Credit Card	811	No	2	Standard	27.00%	$911.80 	$293 	2	4	$28.40 	
Clothing	USA	4848	11/8/2023 0:00	ORDER06540	Credit Card	633	No	2	Standard	9.00%	$457.70 	$480 	5	5	$41.40 	
Clothing	USA	9568	6/5/2023 0:00	ORDER06977	Credit Card	396	No	3	Standard	22.00%	$964.10 	$345 	3	1	$40.70 	
Clothing	USA	3211	2/20/2023 0:00	ORDER05770	Credit Card	185	No	3	Standard	34.00%	$813.40 	$653 	8	2	$38.50 	
Clothing	USA	3916	10/19/2023 0:00	ORDER04415	Credit Card	332	No	3	Standard	31.00%	$998.90 	$100 	1	3	$24.80 	
Clothing	USA	5675	9/24/2023 0:00	ORDER06568	Credit Card	367	No	4	Standard	12.00%	$192.90 	$96 	3	5	$46.50 	
Clothing	USA	2530	5/3/2023 0:00	ORDER04065	Credit Card	765	No	4	Standard	37.00%	$422.40 	$483 	8	5	$11.00 	
Clothing	USA	2401	2/1/2023 0:00	ORDER09312	Credit Card	546	No	5	Standard	27.00%	$167.70 	$311 	9	0	$3.40 	
Clothing	USA	1323	12/2/2023 0:00	ORDER01388	Credit Card	79	No	5	Standard	21.00%	$640.30 	$971 	9	4	$23.30 	
Clothing	USA	4412	4/22/2023 0:00	ORDER09541	Credit Card	267	No	5	Standard	23.00%	$484.50 	$706 	9	5	$36.60 	
Electronics	Canada	1803	5/4/2023 0:00	ORDER07424	Credit Card	404	No	1	Standard	12.00%	$406.70 	$362 	4	1	$15.80 	
Electronics	Canada	5476	5/3/2023 0:00	ORDER08185	Credit Card	263	No	1	Standard	20.00%	$529.90 	$532 	7	1	$27.90 	
Electronics	Canada	4348	12/18/2023 0:00	ORDER07317	Credit Card	791	No	1	Standard	11.00%	$967.10 	"$1,710 "	7	5	$32.50 	
Electronics	Canada	2852	6/11/2023 0:00	ORDER05142	Credit Card	39	No	2	Standard	8.00%	$91.20 	$134 	8	0	$47.70 	
Electronics	Canada	6992	11/18/2023 0:00	ORDER07172	Credit Card	318	No	2	Standard	35.00%	$252.80 	$241 	5	4	$10.30 	
Electronics	Canada	2892	12/5/2023 0:00	ORDER04946	Credit Card	336	No	2	Standard	39.00%	$177.70 	$25 	1	5	$27.20 	
Electronics	Canada	3643	5/2/2023 0:00	ORDER09934	Credit Card	261	No	3	Standard	19.00%	$79.30 	$130 	8	0	$25.90 	
Electronics	Canada	9472	8/1/2023 0:00	ORDER07453	Credit Card	900	No	3	Standard	21.00%	$369.40 	$78 	2	1	$40.20 	
Electronics	Canada	3707	3/2/2023 0:00	ORDER06906	Credit Card	971	No	3	Standard	7.00%	$279.60 	$87 	2	2	$37.00 	
Electronics	Canada	6139	9/5/2023 0:00	ORDER07106	Credit Card	547	No	3	Standard	8.00%	$256.10 	$218 	5	4	$44.80 	
Electronics	Canada	6974	10/16/2023 0:00	ORDER07522	Credit Card	327	No	3	Standard	31.00%	$639.50 	$492 	4	5	$17.80 	
Electronics	Canada	1810	1/3/2023 0:00	ORDER07218	Credit Card	470	No	4	Standard	29.00%	$135.40 	$10 	1	0	$17.70 	
Electronics	Canada	4114	11/12/2023 0:00	ORDER06113	Credit Card	997	No	4	Standard	30.00%	$631.30 	$662 	7	3	$3.70 	
Electronics	Canada	6939	9/21/2023 0:00	ORDER06174	Credit Card	793	No	4	Standard	34.00%	$733.60 	$865 	7	3	$13.80 	
Electronics	Canada	2786	2/4/2023 0:00	ORDER05030	Credit Card	571	No	5	Standard	7.00%	$113.80 	$68 	4	1	$48.60 	
Electronics	Canada	2570	4/21/2023 0:00	ORDER06425	Credit Card	805	No	5	Standard	20.00%	$224.80 	$200 	5	4	$17.00 	
Electronics	Canada	3004	9/2/2023 0:00	ORDER05703	Credit Card	66	No	5	Standard	21.00%	$63.10 	$47 	9	5	$10.00 	
Electronics	Canada	2714	7/12/2023 0:00	ORDER06830	Credit Card	664	No	5	Standard	17.00%	$609.10 	"$1,453 "	10	5	$45.80 	
Electronics	France	6905	12/20/2023 0:00	ORDER05729	Credit Card	184	No	1	Standard	22.00%	$193.60 	$38 	1	0	$11.60 	
Electronics	France	3423	5/27/2023 0:00	ORDER02703	Credit Card	166	No	1	Standard	31.00%	$663.70 	$77 	1	2	$4.50 	
Electronics	France	4924	8/13/2023 0:00	ORDER09436	Credit Card	181	No	1	Standard	28.00%	$587.60 	$166 	2	3	$11.90 	
Electronics	France	3932	11/24/2023 0:00	ORDER09717	Credit Card	432	No	2	Standard	27.00%	$254.10 	$453 	10	0	$39.80 	
Electronics	France	1633	12/1/2023 0:00	ORDER04916	Credit Card	517	No	2	Standard	38.00%	$17.80 	$12 	7	2	$34.10 	
Electronics	France	5591	12/5/2023 0:00	ORDER05752	Credit Card	253	No	3	Standard	14.00%	$127.80 	$202 	10	0	$32.00 	
Electronics	France	2276	11/13/2023 0:00	ORDER06603	Credit Card	243	No	3	Standard	24.00%	$856.20 	$374 	5	1	$49.70 	
Electronics	France	6013	5/9/2023 0:00	ORDER09142	Credit Card	582	No	3	Standard	25.00%	$829.50 	"$1,067 "	8	1	$45.10 	
Electronics	France	4412	7/17/2023 0:00	ORDER08773	Credit Card	923	No	3	Standard	32.00%	$18.50 	$30 	8	3	$11.80 	
Electronics	France	7311	6/23/2023 0:00	ORDER06226	Credit Card	137	No	3	Standard	36.00%	$889.40 	$493 	5	4	$34.90 	
Electronics	France	4722	9/2/2023 0:00	ORDER07757	Credit Card	304	No	4	Standard	34.00%	$428.70 	$89 	2	1	$10.70 	
Electronics	France	4421	3/17/2023 0:00	ORDER02192	Credit Card	123	No	4	Standard	10.00%	$25.90 	$61 	10	2	$23.50 	
Electronics	France	1194	3/23/2023 0:00	ORDER07016	Credit Card	481	No	4	Standard	10.00%	$928.00 	$314 	3	3	$40.00 	
Electronics	France	9139	6/17/2023 0:00	ORDER08900	Credit Card	833	No	4	Standard	22.00%	$128.50 	$92 	6	3	$17.20 	
Electronics	France	9234	1/4/2023 0:00	ORDER04304	Credit Card	36	No	4	Standard	37.00%	$947.30 	$619 	9	3	$15.30 	
Electronics	France	3560	7/23/2023 0:00	ORDER04655	Credit Card	796	No	4	Standard	33.00%	$907.00 	$574 	8	5	$48.10 	
Electronics	France	3878	3/7/2023 0:00	ORDER08795	Credit Card	269	No	5	Standard	35.00%	$667.40 	$205 	2	2	$48.60 	
Electronics	France	4465	5/18/2023 0:00	ORDER09744	Credit Card	803	No	5	Standard	32.00%	$853.30 	$115 	1	3	$14.70 	
Electronics	France	6755	11/17/2023 0:00	ORDER02529	Credit Card	394	No	5	Standard	29.00%	$992.40 	$197 	1	5	$25.30 	
Electronics	Germany	9199	7/9/2023 0:00	ORDER04374	Credit Card	217	No	1	Standard	37.00%	$219.40 	$370 	10	0	$34.10 	
Electronics	Germany	4395	10/27/2023 0:00	ORDER02240	Credit Card	92	No	1	Standard	28.00%	$71.70 	$118 	8	3	$8.40 	
Electronics	Germany	9341	8/8/2023 0:00	ORDER03051	Credit Card	440	No	1	Standard	40.00%	$859.40 	$970 	8	5	$34.40 	
Electronics	Germany	2245	8/25/2023 0:00	ORDER07511	Credit Card	679	No	1	Standard	10.00%	$295.40 	$455 	9	5	$31.30 	
Electronics	Germany	3977	10/4/2023 0:00	ORDER05126	Credit Card	930	No	2	Standard	7.00%	$240.10 	$275 	5	4	$2.40 	
Electronics	Germany	7521	4/4/2023 0:00	ORDER02276	Credit Card	396	No	3	Standard	8.00%	$943.30 	$512 	2	0	$28.10 	
Electronics	Germany	3973	8/24/2023 0:00	ORDER05262	Credit Card	931	No	3	Standard	25.00%	$52.10 	$26 	3	0	$30.70 	
Electronics	Germany	4274	11/11/2023 0:00	ORDER04737	Credit Card	835	No	4	Standard	37.00%	$261.30 	$291 	9	2	$48.30 	
Electronics	Germany	7841	4/20/2023 0:00	ORDER03777	Credit Card	315	No	5	Standard	37.00%	$782.50 	$253 	2	0	$28.30 	
Electronics	Germany	7629	10/13/2023 0:00	ORDER06035	Credit Card	332	No	5	Standard	35.00%	$748.70 	$639 	9	1	$4.60 	
Electronics	Germany	1959	10/27/2023 0:00	ORDER04550	Credit Card	333	No	5	Standard	18.00%	$436.80 	$566 	8	2	$15.80 	
Electronics	Germany	7911	4/10/2023 0:00	ORDER04286	Credit Card	898	No	5	Standard	25.00%	$336.70 	$589 	9	5	$11.20 	
Electronics	UK	5465	11/12/2023 0:00	ORDER08187	Credit Card	928	No	1	Standard	30.00%	$441.70 	$173 	2	0	$35.60 	
Electronics	UK	3062	3/19/2023 0:00	ORDER02319	Credit Card	542	No	1	Standard	19.00%	$597.70 	$530 	7	1	$31.90 	
Electronics	UK	3959	1/23/2023 0:00	ORDER09249	Credit Card	420	No	1	Standard	31.00%	$67.90 	$76 	6	3	$48.70 	
Electronics	UK	1835	6/9/2023 0:00	ORDER09981	Credit Card	774	No	1	Standard	32.00%	$288.50 	$57 	2	4	$11.10 	
Electronics	UK	2967	5/7/2023 0:00	ORDER08708	Credit Card	82	No	2	Standard	24.00%	$561.20 	$589 	6	1	$12.50 	
Electronics	UK	8307	6/9/2023 0:00	ORDER01472	Credit Card	130	No	3	Standard	35.00%	$841.60 	"$1,112 "	10	1	$47.90 	
Electronics	UK	4052	1/8/2023 0:00	ORDER03543	Credit Card	514	No	3	Standard	24.00%	$697.50 	$290 	5	4	$26.40 	
Electronics	UK	1422	11/11/2023 0:00	ORDER09207	Credit Card	1000	No	4	Standard	7.00%	$530.30 	$586 	9	0	$32.40 	
Electronics	UK	2993	11/27/2023 0:00	ORDER07366	Credit Card	95	No	4	Standard	25.00%	$23.30 	$25 	5	2	$18.30 	
Electronics	UK	5730	3/4/2023 0:00	ORDER09253	Credit Card	116	No	4	Standard	25.00%	$573.50 	$264 	4	3	$23.10 	
Electronics	UK	1682	6/12/2023 0:00	ORDER04587	Credit Card	444	No	5	Standard	13.00%	$937.20 	"$1,079 "	5	1	$32.70 	
Electronics	UK	5811	11/17/2023 0:00	ORDER07743	Credit Card	992	No	5	Standard	37.00%	$342.30 	$186 	6	2	$48.00 	
Electronics	UK	3126	9/15/2023 0:00	ORDER05613	Credit Card	8	No	5	Standard	14.00%	$833.10 	$469 	3	3	$44.90 	
Electronics	UK	8028	10/22/2023 0:00	ORDER08052	Credit Card	910	No	5	Standard	10.00%	$501.90 	$186 	3	4	$42.20 	
Electronics	USA	5303	3/27/2023 0:00	ORDER02436	Credit Card	295	No	1	Standard	25.00%	$969.50 	$153 	1	0	$8.20 	
Electronics	USA	1398	8/28/2023 0:00	ORDER04106	Credit Card	571	No	1	Standard	22.00%	$636.40 	$323 	3	0	$3.20 	
Electronics	USA	1987	6/28/2023 0:00	ORDER04662	Credit Card	626	No	1	Standard	29.00%	$14.90 	$10 	7	0	$39.60 	
Electronics	USA	3149	6/7/2023 0:00	ORDER03257	Credit Card	610	No	2	Standard	21.00%	$150.50 	$143 	6	0	$5.40 	
Electronics	USA	7610	8/27/2023 0:00	ORDER04109	Credit Card	255	No	2	Standard	20.00%	$723.50 	$604 	9	1	$14.60 	
Electronics	USA	2747	4/15/2023 0:00	ORDER05416	Credit Card	791	No	2	Standard	25.00%	$829.80 	$284 	2	2	$25.90 	
Electronics	USA	8376	2/27/2023 0:00	ORDER08041	Credit Card	621	No	2	Standard	24.00%	$488.40 	$624 	8	4	$10.10 	
Electronics	USA	3261	10/24/2023 0:00	ORDER06839	Credit Card	905	No	3	Standard	22.00%	$423.60 	$169 	3	0	$24.80 	
Electronics	USA	5642	2/15/2023 0:00	ORDER01582	Credit Card	658	No	3	Standard	18.00%	$868.30 	"$1,068 "	8	0	$4.30 	
Electronics	USA	8530	7/25/2023 0:00	ORDER05942	Credit Card	921	No	3	Standard	14.00%	$413.50 	$371 	6	2	$25.30 	
Electronics	USA	4185	11/13/2023 0:00	ORDER08315	Credit Card	225	No	3	Standard	25.00%	$299.90 	$238 	4	4	$30.40 	
Electronics	USA	2297	1/7/2023 0:00	ORDER04334	Credit Card	554	No	4	Standard	9.00%	$730.80 	$763 	7	0	$46.50 	
Electronics	USA	5127	11/26/2023 0:00	ORDER01931	Credit Card	320	No	5	Standard	36.00%	$940.70 	"$1,004 "	7	0	$49.90 	
Electronics	USA	6893	5/9/2023 0:00	ORDER04062	Credit Card	205	No	5	Standard	21.00%	$509.10 	$101 	1	2	$11.20 	
Electronics	USA	5289	10/24/2023 0:00	ORDER02718	Credit Card	866	No	5	Standard	36.00%	$643.70 	$121 	2	2	$27.90 	
Electronics	USA	7987	7/13/2023 0:00	ORDER02814	Credit Card	255	No	5	Standard	10.00%	$939.70 	$764 	6	4	$24.70 	
Electronics	USA	5875	6/24/2023 0:00	ORDER06674	Credit Card	288	No	5	Standard	21.00%	$969.10 	$989 	7	4	$48.50 	
Home	Canada	7880	2/27/2023 0:00	ORDER09377	Credit Card	15	No	1	Standard	10.00%	$138.40 	$116 	8	0	$39.70 	
Home	Canada	3275	1/28/2023 0:00	ORDER01998	Credit Card	542	No	1	Standard	6.00%	$859.00 	$187 	1	1	$23.90 	
Home	Canada	8248	12/24/2023 0:00	ORDER03638	Credit Card	596	No	2	Standard	18.00%	$957.00 	$990 	6	5	$17.90 	
Home	Canada	9064	1/5/2023 0:00	ORDER04841	Credit Card	259	No	3	Standard	18.00%	$235.20 	$38 	1	0	$22.80 	
Home	Canada	6935	1/22/2023 0:00	ORDER01059	Credit Card	519	No	3	Standard	8.00%	$120.10 	$14 	1	1	$22.80 	
Home	Canada	4030	11/13/2023 0:00	ORDER05722	Credit Card	816	No	3	Standard	7.00%	$976.20 	$591 	3	2	$47.10 	
Home	Canada	9893	5/18/2023 0:00	ORDER01349	Credit Card	784	No	3	Standard	6.00%	$40.50 	$44 	4	2	$15.90 	
Home	Canada	6049	6/4/2023 0:00	ORDER03551	Credit Card	47	No	4	Standard	28.00%	$337.20 	$279 	4	0	$36.80 	
Home	Canada	1819	8/2/2023 0:00	ORDER06606	Credit Card	538	No	4	Standard	17.00%	$781.10 	$82 	1	5	$32.40 	
Home	Canada	4167	8/10/2023 0:00	ORDER09501	Credit Card	115	No	5	Standard	15.00%	$750.50 	$371 	5	0	$38.50 	
Home	Canada	5839	5/3/2023 0:00	ORDER04664	Credit Card	216	No	5	Standard	27.00%	$247.70 	$201 	10	0	$14.20 	
Home	France	9863	3/21/2023 0:00	ORDER06667	Credit Card	85	No	1	Standard	21.00%	$596.60 	$180 	3	0	$12.20 	
Home	France	5900	6/18/2023 0:00	ORDER04933	Credit Card	958	No	1	Standard	15.00%	$494.70 	$526 	5	0	$4.40 	
Home	France	7148	4/23/2023 0:00	ORDER06771	Credit Card	65	No	1	Standard	6.00%	$877.20 	$433 	2	2	$47.10 	
Home	France	5450	8/25/2023 0:00	ORDER07068	Credit Card	190	No	1	Standard	6.00%	$84.70 	$99 	9	2	$40.40 	
Home	France	3171	10/27/2023 0:00	ORDER06124	Credit Card	393	No	1	Standard	29.00%	$393.90 	$308 	9	5	$37.20 	
Home	France	1562	4/1/2023 0:00	ORDER04325	Credit Card	429	No	2	Standard	6.00%	$539.80 	$223 	2	0	$34.20 	
Home	France	2714	5/21/2023 0:00	ORDER02266	Credit Card	848	No	2	Standard	25.00%	$839.80 	$317 	2	0	$34.20 	
Home	France	3775	2/2/2023 0:00	ORDER08981	Credit Card	311	No	2	Standard	13.00%	$389.00 	$50 	1	1	$16.90 	
Home	France	8530	5/4/2023 0:00	ORDER09653	Credit Card	96	No	2	Standard	12.00%	$151.10 	$124 	8	3	$25.90 	
Home	France	8459	5/23/2023 0:00	ORDER08755	Credit Card	16	No	2	Standard	35.00%	$966.20 	$466 	4	4	$22.40 	
Home	France	2772	9/16/2023 0:00	ORDER07185	Credit Card	891	No	3	Standard	24.00%	$154.60 	$30 	2	1	$47.90 	
Home	France	6122	11/18/2023 0:00	ORDER08799	Credit Card	427	No	3	Standard	8.00%	$598.50 	$872 	10	1	$5.20 	
Home	France	2602	8/21/2023 0:00	ORDER06383	Credit Card	105	No	3	Standard	10.00%	$841.30 	"$1,016 "	6	3	$23.90 	
Home	France	8440	6/14/2023 0:00	ORDER06694	Credit Card	759	No	4	Standard	22.00%	$913.90 	$878 	9	0	$24.40 	
Home	France	5126	9/9/2023 0:00	ORDER04810	Credit Card	599	No	4	Standard	28.00%	$671.10 	$668 	6	4	$33.10 	
Home	France	5919	7/3/2023 0:00	ORDER06235	Credit Card	301	No	4	Standard	39.00%	$890.70 	$565 	7	5	$20.70 	
Home	France	7959	6/1/2023 0:00	ORDER03063	Credit Card	765	No	5	Standard	8.00%	$336.60 	$271 	4	1	$24.00 	
Home	France	5540	5/3/2023 0:00	ORDER05586	Credit Card	949	No	5	Standard	20.00%	$683.20 	$568 	5	3	$31.50 	
Home	France	7599	8/21/2023 0:00	ORDER06327	Credit Card	284	No	5	Standard	7.00%	$11.10 	$6 	5	5	$30.60 	
Home	Germany	6085	5/28/2023 0:00	ORDER08757	Credit Card	79	No	3	Standard	14.00%	$342.30 	$382 	5	1	$47.50 	
Home	Germany	7767	2/12/2023 0:00	ORDER03454	Credit Card	589	No	3	Standard	21.00%	$275.50 	$251 	10	5	$36.60 	
Home	Germany	3651	11/9/2023 0:00	ORDER02842	Credit Card	826	No	4	Standard	7.00%	$184.30 	$63 	2	1	$16.10 	
Home	Germany	6071	9/14/2023 0:00	ORDER01958	Credit Card	666	No	4	Standard	6.00%	$188.90 	$170 	5	3	$16.70 	
Home	Germany	5133	4/9/2023 0:00	ORDER08320	Credit Card	753	No	4	Standard	8.00%	$57.50 	$65 	5	4	$6.00 	
Home	Germany	5918	10/26/2023 0:00	ORDER03731	Credit Card	388	No	5	Standard	21.00%	$149.00 	$73 	5	1	$2.50 	
Home	Germany	4063	5/24/2023 0:00	ORDER01474	Credit Card	865	No	5	Standard	38.00%	$316.40 	$111 	2	2	$19.70 	
Home	Germany	3577	1/27/2023 0:00	ORDER09686	Credit Card	829	No	5	Standard	22.00%	$542.20 	$661 	6	2	$24.40 	
Home	Germany	5754	1/9/2023 0:00	ORDER01357	Credit Card	359	No	5	Standard	5.00%	$165.30 	$353 	9	2	$21.90 	
Home	UK	8870	6/11/2023 0:00	ORDER06619	Credit Card	350	No	1	Standard	30.00%	$971.00 	"$1,517 "	8	0	$16.10 	
Home	UK	4881	3/10/2023 0:00	ORDER06649	Credit Card	318	No	2	Standard	39.00%	$563.50 	$196 	2	1	$32.90 	
Home	UK	1037	11/18/2023 0:00	ORDER07647	Credit Card	176	No	2	Standard	11.00%	$647.10 	$896 	10	1	$10.60 	
Home	UK	5130	12/3/2023 0:00	ORDER07326	Credit Card	61	No	4	Standard	39.00%	$670.60 	$146 	2	2	$13.20 	
Home	UK	6579	9/15/2023 0:00	ORDER07824	Credit Card	223	No	4	Standard	7.00%	$261.40 	$221 	5	4	$24.60 	
Home	UK	9566	3/21/2023 0:00	ORDER09840	Credit Card	138	No	5	Standard	16.00%	$889.60 	$668 	5	1	$15.00 	
Home	UK	7316	7/12/2023 0:00	ORDER07585	Credit Card	882	No	5	Standard	38.00%	$734.90 	$455 	8	1	$25.80 	
Home	UK	9716	4/25/2023 0:00	ORDER04314	Credit Card	300	No	5	Standard	23.00%	$187.00 	$302 	9	5	$39.40 	
Home	USA	7523	9/21/2023 0:00	ORDER01180	Credit Card	766	No	2	Standard	29.00%	$545.80 	$41 	1	3	$29.10 	
Home	USA	1200	4/11/2023 0:00	ORDER04177	Credit Card	172	No	2	Standard	8.00%	$661.40 	"$1,264 "	7	4	$48.80 	
Home	USA	4975	11/18/2023 0:00	ORDER05271	Credit Card	757	No	3	Standard	5.00%	$667.40 	"$1,460 "	9	1	$44.40 	
Home	USA	1938	3/13/2023 0:00	ORDER09820	Credit Card	318	No	3	Standard	6.00%	$82.90 	$109 	7	4	$10.50 	
Home	USA	8563	3/19/2023 0:00	ORDER04421	Credit Card	191	No	3	Standard	24.00%	$119.80 	$149 	8	5	$35.70 	
Home	USA	7083	11/10/2023 0:00	ORDER02124	Credit Card	535	No	4	Standard	13.00%	$501.60 	$694 	8	1	$31.90 	
Home	USA	3372	2/16/2023 0:00	ORDER03389	Credit Card	564	No	4	Standard	12.00%	$449.20 	$527 	7	2	$41.80 	
Home	USA	7684	4/2/2023 0:00	ORDER04315	Credit Card	644	No	5	Standard	12.00%	$946.20 	$181 	2	1	$7.60 	
Home	USA	8969	8/3/2023 0:00	ORDER02754	Credit Card	518	No	5	Standard	18.00%	$877.10 	$197 	2	2	$29.40 	
Home	USA	5518	2/19/2023 0:00	ORDER08053	Credit Card	881	No	5	Standard	20.00%	$579.70 	$607 	10	4	$32.30 	
Sports	Canada	3114	7/11/2023 0:00	ORDER08835	Credit Card	48	No	1	Standard	19.00%	$399.20 	$355 	7	4	$29.20 	
Sports	Canada	8646	2/26/2023 0:00	ORDER08922	Credit Card	405	No	1	Standard	32.00%	$409.20 	$497 	8	5	$46.60 	
Sports	Canada	8337	10/18/2023 0:00	ORDER05596	Credit Card	516	No	2	Standard	25.00%	$723.70 	$711 	10	1	$11.10 	
Sports	Canada	3392	8/17/2023 0:00	ORDER07160	Credit Card	982	No	2	Standard	38.00%	$85.70 	$31 	2	2	$14.20 	
Sports	Canada	4568	10/22/2023 0:00	ORDER05285	Credit Card	358	No	2	Standard	28.00%	$606.50 	$548 	9	4	$2.20 	
Sports	Canada	9875	5/7/2023 0:00	ORDER05009	Credit Card	821	No	2	Standard	27.00%	$989.70 	$135 	1	5	$44.90 	
Sports	Canada	5018	10/5/2023 0:00	ORDER09731	Credit Card	811	No	3	Standard	6.00%	$15.50 	$2 	1	1	$17.10 	
Sports	Canada	4810	3/12/2023 0:00	ORDER02464	Credit Card	302	No	3	Standard	10.00%	$640.30 	"$1,161 "	8	1	$48.40 	
Sports	Canada	5084	11/28/2023 0:00	ORDER08229	Credit Card	513	No	3	Standard	37.00%	$686.70 	$438 	5	2	$3.10 	
Sports	Canada	9091	4/4/2023 0:00	ORDER03401	Credit Card	620	No	4	Standard	12.00%	$15.40 	$14 	5	0	$34.30 	
Sports	Canada	7693	8/12/2023 0:00	ORDER05377	Credit Card	172	No	4	Standard	25.00%	$609.70 	$253 	2	2	$3.00 	
Sports	Canada	1253	5/17/2023 0:00	ORDER08880	Credit Card	376	No	5	Standard	32.00%	$103.90 	$11 	1	5	$36.90 	
Sports	France	7697	9/25/2023 0:00	ORDER08030	Credit Card	836	No	1	Standard	26.00%	$645.50 	$131 	1	0	$24.70 	
Sports	France	6698	4/3/2023 0:00	ORDER07416	Credit Card	122	No	1	Standard	27.00%	$113.20 	$58 	6	0	$20.30 	
Sports	France	5004	3/3/2023 0:00	ORDER03877	Credit Card	287	No	1	Standard	26.00%	$17.40 	$9 	4	1	$15.30 	
Sports	France	7800	10/6/2023 0:00	ORDER09815	Credit Card	907	No	1	Standard	31.00%	$949.70 	$71 	1	5	$12.70 	
Sports	France	9167	6/9/2023 0:00	ORDER08343	Credit Card	736	No	2	Standard	30.00%	$213.60 	$99 	3	0	$4.00 	
Sports	France	9606	11/15/2023 0:00	ORDER08026	Credit Card	553	No	2	Standard	30.00%	$863.60 	$815 	6	4	$21.80 	
Sports	Germany	2867	7/20/2023 0:00	ORDER01788	Credit Card	804	No	1	Standard	26.00%	$624.40 	$535 	4	0	$45.80 	
Sports	Germany	1303	10/12/2023 0:00	ORDER09793	Credit Card	239	No	1	Standard	13.00%	$832.90 	$872 	9	5	$13.50 	
Sports	Germany	6263	2/18/2023 0:00	ORDER09651	Credit Card	93	No	1	Standard	37.00%	$37.20 	$32 	9	5	$33.90 	
Sports	Germany	1576	3/2/2023 0:00	ORDER03911	Credit Card	278	No	2	Standard	35.00%	$407.50 	$613 	9	2	$36.40 	
Sports	Germany	6941	6/7/2023 0:00	ORDER08339	Credit Card	308	No	2	Standard	21.00%	$731.10 	$429 	5	3	$35.70 	
Sports	Germany	6633	7/26/2023 0:00	ORDER03561	Credit Card	519	No	2	Standard	16.00%	$418.50 	$365 	8	4	$40.00 	
Sports	Germany	1801	10/15/2023 0:00	ORDER08240	Credit Card	711	No	3	Standard	24.00%	$80.50 	$22 	3	0	$29.70 	
Sports	Germany	1310	3/23/2023 0:00	ORDER09074	Credit Card	100	No	3	Standard	14.00%	$77.80 	$56 	4	3	$32.80 	
Sports	Germany	7306	9/25/2023 0:00	ORDER04505	Credit Card	510	No	3	Standard	6.00%	$141.00 	$212 	9	5	$31.20 	
Sports	Germany	6398	3/21/2023 0:00	ORDER02098	Credit Card	166	No	4	Standard	26.00%	$898.30 	"$1,365 "	8	1	$37.40 	
Sports	Germany	3618	6/10/2023 0:00	ORDER05885	Credit Card	498	No	4	Standard	34.00%	$504.00 	$309 	6	2	$27.50 	
Sports	Germany	5735	7/21/2023 0:00	ORDER06577	Credit Card	462	No	4	Standard	32.00%	$819.40 	$516 	9	3	$49.90 	
Sports	Germany	1566	5/20/2023 0:00	ORDER04083	Credit Card	801	No	4	Standard	28.00%	$965.50 	"$1,423 "	7	5	$34.10 	
Sports	Germany	1206	10/6/2023 0:00	ORDER07015	Credit Card	483	No	5	Standard	7.00%	$882.40 	$685 	5	0	$4.80 	
Sports	Germany	3075	2/12/2023 0:00	ORDER03558	Credit Card	347	No	5	Standard	34.00%	$899.70 	$456 	7	1	$31.00 	
Sports	Germany	6535	6/25/2023 0:00	ORDER01456	Credit Card	84	No	5	Standard	30.00%	$704.30 	$548 	4	2	$12.10 	
Sports	Germany	2572	12/5/2023 0:00	ORDER07777	Credit Card	212	No	5	Standard	34.00%	$872.70 	$410 	7	5	$38.00 	
Sports	UK	2287	7/3/2023 0:00	ORDER06552	Credit Card	564	No	1	Standard	21.00%	$962.40 	$238 	2	0	$20.50 	
Sports	UK	5828	3/1/2023 0:00	ORDER07869	Credit Card	488	No	1	Standard	38.00%	$508.10 	$304 	8	0	$50.00 	
Sports	UK	5689	6/5/2023 0:00	ORDER01793	Credit Card	240	No	1	Standard	30.00%	$44.50 	$14 	4	3	$13.30 	
Sports	UK	3370	3/1/2023 0:00	ORDER07551	Credit Card	146	No	1	Standard	10.00%	$706.90 	$864 	6	3	$21.80 	
Sports	UK	3686	6/25/2023 0:00	ORDER05153	Credit Card	37	No	1	Standard	7.00%	$464.10 	$499 	10	3	$31.10 	
Sports	UK	5526	9/7/2023 0:00	ORDER01051	Credit Card	787	No	1	Standard	14.00%	$845.50 	$454 	3	4	$4.60 	
Sports	UK	6606	1/15/2023 0:00	ORDER09376	Credit Card	264	No	2	Standard	39.00%	$50.60 	$27 	8	0	$21.90 	
